IC50,Cancer,Drug,REC_R_HSA_141409,REC_R_HSA_141409_EXP,GO_0030878_EXP,CLS_average_ploidy
-1.590594,907000,1242,0,0,0,2.0060246273
1.089634,907051,1242,2,8.9210509035,0,3.4323658044
0.942805,908130,1242,0,0,0,1.9667921549
0.559286,909735,1242,0,0,14.449119202,1.9784991522
1.23553,910691,1242,0,0,0,2.2577327546
-0.690409,910781,1242,1,4.8081334031,5.5312781323,2.1709069768
2.886526,924187,1242,1,4.7143561173,0,2.6533508085
1.19636,930082,1242,0,0,6.9632637271,2.0219194553
4.09081,1240127,1242,2,8.7835949774,0,3.6815714119
1.253806,1240174,1242,1,4.2286055327,0,1.931980783
-0.495177,907000,1372,0,0,0,2.0060246273
1.939231,907051,1372,2,8.9210509035,0,3.4323658044
-0.515998,908130,1372,0,0,0,1.9667921549
-3.281994,909735,1372,0,0,14.449119202,1.9784991522
2.436389,910691,1372,0,0,0,2.2577327546
-0.549719,910781,1372,1,4.8081334031,5.5312781323,2.1709069768
2.104945,924187,1372,1,4.7143561173,0,2.6533508085
-4.901247,930082,1372,0,0,6.9632637271,2.0219194553
2.663138,1240127,1372,2,8.7835949774,0,3.6815714119
-1.198983,1240174,1372,1,4.2286055327,0,1.931980783
4.467218,907000,1373,0,0,0,2.0060246273
4.525991,907051,1373,2,8.9210509035,0,3.4323658044
3.038062,908130,1373,0,0,0,1.9667921549
-1.424221,909735,1373,0,0,14.449119202,1.9784991522
5.142651,910691,1373,0,0,0,2.2577327546
3.022606,910781,1373,1,4.8081334031,5.5312781323,2.1709069768
3.835433,924187,1373,1,4.7143561173,0,2.6533508085
3.569885,930082,1373,0,0,6.9632637271,2.0219194553
5.589552,1240127,1373,2,8.7835949774,0,3.6815714119
4.54835,1240174,1373,1,4.2286055327,0,1.931980783
3.416131045,907000,1032,0,0,0,2.0060246273
4.0611458918,907051,1032,2,8.9210509035,0,3.4323658044
4.4719742723,908130,1032,0,0,0,1.9667921549
0.7273640195,909735,1032,0,0,14.449119202,1.9784991522
3.8636610011,910691,1032,0,0,0,2.2577327546
4.1116680708,910781,1032,1,4.8081334031,5.5312781323,2.1709069768
2.1599555689,924187,1032,1,4.7143561173,0,2.6533508085
1.0231112838,930082,1032,0,0,6.9632637271,2.0219194553
3.8412005916,1240127,1032,2,8.7835949774,0,3.6815714119
1.830654,1240174,1032,1,4.2286055327,0,1.931980783
2.039456574,907000,1014,0,0,0,2.0060246273
3.5394945718,907051,1014,2,8.9210509035,0,3.4323658044
1.8224412432,908130,1014,0,0,0,1.9667921549
1.9861751214,909735,1014,0,0,14.449119202,1.9784991522
4.0408189677,910691,1014,0,0,0,2.2577327546
2.11867,910781,1014,1,4.8081334031,5.5312781323,2.1709069768
3.3244305064,924187,1014,1,4.7143561173,0,2.6533508085
-0.01506,930082,1014,0,0,6.9632637271,2.0219194553
3.782432,1240127,1014,2,8.7835949774,0,3.6815714119
1.7350854836,1240174,1014,1,4.2286055327,0,1.931980783
