IC50,Cancer,Drug,MOT_3D_RegulatorySpine_CSV,REC_R_HSA_3928602,REC_R_HSA_5218804,GO_0007286,GO_0016477_CSV,GO_0035023,GO_0048008,GO_0070372_EXP,FAM_CK1,EXP_CSNK1A1L,Predicted IC50,Validation
5.407608,906999,275,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,10
3.7457,907298,275,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,3
5.095858,908127,275,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,2
2.6528,909264,275,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,4
3.736631,909716,275,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,8
2.528554,909720,275,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,6
5.296088,909732,275,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,5
6.96738,909754,275,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,8
2.092354,909756,275,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,3
2.475306,909759,275,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,1
2.177266,910784,275,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,8
4.856023,925343,275,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,6
3.573334,971773,275,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,2
3.788577,1240166,275,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,4
5.050224,1240210,275,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,5
2.752901,1240215,275,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,4
2.239567,906999,277,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,4
-0.353161,907298,277,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,3
2.183268,908127,277,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,6
2.896816,909264,277,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,6
2.299485,909716,277,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,5
2.401256,909720,277,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,8
2.284541,909732,277,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,10
3.954049,909754,277,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,5
2.288826,909756,277,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,2
2.604478,909759,277,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,7
-0.530155,910784,277,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,7
-0.722472,924248,277,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,7
3.02363,925343,277,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,5
2.010501,971773,277,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,10
2.158743,1240166,277,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,4
1.995945,1240210,277,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,5
2.555621,1240215,277,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,5
5.407441,906999,279,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,2
3.951209,907298,279,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,6
5.083462,908127,279,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,4
4.187231,909264,279,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,6
5.699818,909716,279,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,6
3.927515,909720,279,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,8
4.982567,909732,279,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,7
6.97144,909754,279,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,1
4.710338,909756,279,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,9
4.367472,909759,279,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,4
3.15282,910784,279,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,9
3.90742,924248,279,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,4
5.207564,925343,279,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,2
2.535372,971773,279,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,10
5.12811,1240166,279,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,8
5.049116,1240210,279,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,2
4.410441,1240215,279,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,3
4.038904,906999,281,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,3
4.792094,907298,281,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,5
3.795668,908127,281,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,4
3.751145,909264,281,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,6
2.821254,909716,281,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,7
3.762824,909720,281,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,4
3.937876,909732,281,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,7
5.499677,909754,281,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,10
3.907652,909756,281,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,10
3.833386,909759,281,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,1
4.665527,910784,281,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,2
4.014,924248,281,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,4
4.565378,925343,281,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,7
3.135394,971773,281,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,4
3.76818,1240166,281,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,9
3.689648,1240210,281,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,10
1.858293,1240215,281,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,1
3.88872,906999,282,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,8
2.227081,907298,282,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,2
1.840384,908127,282,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,7
3.102208,909264,282,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,7
2.044859,909716,282,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,2
0.945179,909720,282,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,7
2.683108,909732,282,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,9
5.540117,909754,282,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,7
2.75328,909756,282,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,6
1.407869,909759,282,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,2
1.546902,910784,282,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,8
2.632443,924248,282,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,10
3.462904,925343,282,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,8
0.878121,971773,282,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,1
3.599331,1240166,282,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,8
2.606016,1240210,282,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,9
2.737316,1240215,282,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,2
0.916704,906999,283,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,5
-3.212663,907298,283,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,5
-2.031127,908127,283,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,1
-3.835119,909264,283,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,10
-3.836312,909716,283,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,8
-4.20384,909720,283,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,7
-2.187432,909732,283,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,4
-0.273703,909754,283,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,4
-2.137445,909756,283,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,6
-3.476856,909759,283,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,3
-3.700108,910784,283,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,5
-2.225359,924248,283,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,1
-2.165809,925343,283,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,5
-3.101174,971773,283,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,7
-2.238345,1240166,283,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,7
-2.033474,1240210,283,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,5
-1.600863,1240215,283,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,4
5.406994,906999,287,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,6
2.7503,907298,287,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,1
4.983098,908127,287,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,10
2.527488,909264,287,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,5
5.344496,909716,287,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,2
2.569284,909720,287,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,2
3.251479,909732,287,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,7
6.97144,909754,287,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,4
3.547753,909756,287,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,3
2.89855,909759,287,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,4
2.422776,910784,287,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,1
3.578912,924248,287,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,7
2.696385,925343,287,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,4
1.123497,971773,287,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,3
3.211896,1240166,287,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,9
3.860915,1240210,287,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,7
2.602667,1240215,287,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,10
4.723613,906999,288,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,6
4.965068,907298,288,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,6
4.1765,908127,288,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,3
4.237634,909264,288,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,4
5.041685,909716,288,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,4
4.317229,909720,288,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,5
4.627161,909732,288,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,7
6.301991,909754,288,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,9
4.15524,909756,288,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,4
3.808577,909759,288,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,8
4.460332,910784,288,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,4
4.47333,924248,288,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,2
4.988835,925343,288,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,1
3.084018,971773,288,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,4
4.461246,1240166,288,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,8
4.312506,1240210,288,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,6
4.239181,1240215,288,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,7
5.404973,906999,290,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,2
4.999118,907298,290,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,5
5.034941,908127,290,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,7
4.770877,909264,290,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,6
5.655566,909716,290,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,10
4.046236,909720,290,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,4
5.297134,909732,290,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,7
6.962081,909754,290,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,8
4.750391,909756,290,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,9
4.870913,909759,290,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,3
4.334979,910784,290,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,2
4.799455,924248,290,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,8
5.946649,925343,290,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,5
2.829899,971773,290,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,4
5.122927,1240166,290,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,9
5.028681,1240210,290,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,2
4.7346,1240215,290,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,2
4.983637,906999,291,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,8
3.388425,907298,291,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,9
4.77843,908127,291,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,2
2.853184,909264,291,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,10
3.040289,909716,291,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,7
2.94786,909720,291,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,3
3.463312,909732,291,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,5
6.560108,909754,291,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,7
2.894878,909756,291,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,2
3.020767,909759,291,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,2
3.252953,910784,291,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,1
2.917256,924248,291,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,5
3.762938,925343,291,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,2
2.024032,971773,291,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,10
2.940203,1240166,291,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,8
2.684515,1240210,291,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,2
3.203024,1240215,291,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,3
3.41527,906999,292,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,6
1.401125,907298,292,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,6
4.354954,908127,292,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,6
3.709955,909264,292,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,8
3.329009,909716,292,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,5
3.200674,909720,292,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,7
3.970791,909732,292,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,7
5.696655,909754,292,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,2
3.904532,909756,292,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,7
2.98204,909759,292,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,10
-0.120752,910784,292,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,6
4.01861,924248,292,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,2
5.404993,925343,292,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,4
2.734282,971773,292,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,8
3.158123,1240166,292,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,8
2.882705,1240210,292,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,10
2.677784,1240215,292,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,10
4.59706,906999,293,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,3
3.738534,907298,293,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,10
3.875928,908127,293,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,6
3.811235,909264,293,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,2
3.922415,909716,293,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,1
3.808437,909720,293,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,5
5.125654,909732,293,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,1
4.266299,909754,293,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,10
3.341692,909756,293,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,10
5.46372,909759,293,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,7
4.168495,910784,293,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,7
4.411497,924248,293,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,1
3.761614,925343,293,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,7
2.559731,971773,293,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,3
3.261548,1240166,293,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,9
2.76994,1240210,293,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,2
2.595468,1240215,293,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,7
5.266049,906999,294,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,3
3.823997,907298,294,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,9
5.147134,908127,294,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,5
2.634097,909264,294,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,3
3.044562,909716,294,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,3
3.132798,909720,294,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,10
5.299651,909732,294,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,10
6.965944,909754,294,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,6
3.870981,909756,294,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,1
3.833726,909759,294,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,7
3.85828,910784,294,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,10
2.941904,924248,294,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,4
4.184345,925343,294,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,1
1.101139,971773,294,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,5
4.389784,1240166,294,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,7
3.791749,1240210,294,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,6
5.957322,1240215,294,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,6
4.738139,906999,295,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,4
1.423086,907298,295,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,9
4.489753,908127,295,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,6
1.459007,909264,295,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,7
5.041823,909716,295,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,8
2.032983,909720,295,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,7
3.163369,909732,295,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,10
6.302009,909754,295,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,3
3.953814,909756,295,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,8
3.49421,909759,295,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,3
0.29325,910784,295,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,9
3.59429,924248,295,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,6
3.832918,925343,295,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,10
1.947098,971773,295,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,3
4.461328,1240166,295,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,5
4.053999,1240210,295,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,5
5.385267,1240215,295,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,9
4.146698,906999,298,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,9
3.380237,907298,298,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,8
4.458219,908127,298,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,1
5.19608,909264,298,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,10
4.387568,909716,298,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,6
3.238878,909720,298,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,3
3.78859,909732,298,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,3
5.512755,909754,298,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,5
3.770851,909756,298,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,6
4.761645,909759,298,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,10
3.180458,910784,298,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,1
3.184244,924248,298,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,10
4.420787,925343,298,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,2
3.605768,971773,298,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,2
3.630372,1240166,298,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,3
3.861537,1240210,298,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,4
3.849757,1240215,298,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,8
5.283798,906999,299,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,8
0.681449,907298,299,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,2
3.577621,908127,299,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,4
-1.253489,909264,299,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,4
-0.076974,909716,299,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,6
-1.259154,909720,299,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,1
-0.300854,909732,299,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,10
4.624192,909754,299,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,3
2.763705,909756,299,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,9
-0.240486,910784,299,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,4
1.335904,924248,299,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,2
1.552446,925343,299,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,10
-1.906125,971773,299,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,3
0.860239,1240166,299,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,5
-0.026759,1240210,299,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,3
1.744824,1240215,299,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,1
3.661673,906999,301,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,6
1.841675,907298,301,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,6
2.819532,908127,301,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,2
2.1241,909264,301,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,6
1.318607,909716,301,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,7
2.454412,909720,301,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,6
2.514588,909732,301,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,8
5.658212,909754,301,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,1
3.795883,909756,301,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,10
0.866191,909759,301,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,2
0.882337,910784,301,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,3
1.49647,924248,301,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,9
3.448413,925343,301,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,9
0.742055,971773,301,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,4
0.272289,1240166,301,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,7
2.202993,1240210,301,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,7
3.28992,1240215,301,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,3
4.653987,906999,302,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,1
-0.807702,907298,302,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,9
3.205404,908127,302,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,4
-1.469907,909264,302,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,4
-0.873413,909716,302,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,9
-1.729119,909720,302,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,6
1.602203,909732,302,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,5
3.850543,909754,302,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,5
1.830879,909756,302,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,9
-1.080977,910784,302,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,8
4.509451,924248,302,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,3
